Cool,Multiling,Umultiling,ComfNonEng,Media,Priv,StHeard,StDescr,Zed,Spell,SpellUni,Distinct,SameEW,Celebs,Prestige,RecCdns,Software,Dictionary,RecogEh,CdnSorry,EnglAble,FrAble,IndAble,BeyondEF,CdnWay,Age,LiveLand,LiveProv,Gender,EduComp,DegreeYear,Region,EUI,DistCult,EOI,SocMedia
Strongly agree,Definitely yes,Yes,Moderately uncomfortable,,Yes,Yes,"Yes, but I can't describe it well",both,Neither unimportant nor important,Might or might not,Probably not,Probably not,No,British English,Sometimes,Yes,Definitely yes,Probably yes,Probably yes,Agree,Agree,Agree,Neither disagree nor agree,Probably yes,20-24,Canada,Quebec,male,high school,First year,Russia,3,no,,1-2 hours
Agree,Probably not,Yes,Extremely comfortable,Unimportant,Yes,No,,zed,Unimportant,Probably not,Probably not,Probably not,No,British English,Often,No,No,Probably not,Probably yes,Agree,Disagree,,Disagree,Probably yes,20-24,Canada,British Columbia,male,undergraduate degree,Fourth year+,BC,6,yes (please specify):,2,30 minutes to 1 hour
Strongly agree,Definitely yes,Yes,Moderately comfortable,Extremely important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zee,Neither unimportant nor important,Probably yes,Probably yes,Probably not,Yes (please specify who):,British English,Often,Yes,Yes,Probably yes,Definitely yes,Strongly agree,Neither disagree nor agree,,Agree,Probably yes,15-19,Canada,British Columbia,female,high school,Third year,BC,5,yes (please specify):,9,4-6 hours
Agree,Probably yes,No,,Important,Yes,Yes,"Yes, but I can't describe it well",zed,Important,Probably yes,Probably yes,Probably not,,British English,Sometimes,Yes,Yes,Definitely yes,Definitely yes,Agree,Disagree,Agree,Agree,Definitely yes,30-34,Canada,Saskatchewan,female,high school,I am not currently studying,SK,0,no,,4-6 hours
Somewhat agree,Probably yes,Yes,Extremely comfortable,Unimportant,No,Not sure,,both,Unimportant,Might or might not,Probably not,Probably not,Yes (please specify who):,British English,Sometimes,Yes,Neither yes or no,Probably yes,Probably yes,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,,25-29,United States,California,male,undergraduate degree,I am in a graduate program,Singapore,1,yes (please specify):,2,2-4 hours
Agree,Probably yes,Yes,Extremely comfortable,Unimportant,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zee,Unimportant,Probably not,Probably yes,Definitely not,No,American English,Often,,Neither yes or no,Definitely yes,Might or might not,Disagree,Disagree,Neither disagree nor agree,Neither disagree nor agree,Probably yes,30-34,Canada,Quebec,male,undergraduate degree,I am not currently studying,QC,0,no,,30 minutes to 1 hour
Strongly agree,Definitely not,Yes,Extremely comfortable,Important,That depends (please also explain if you can),No,,zed,Unimportant,Probably yes,Definitely yes,Definitely not,No,No particular variety,Often,Yes,Yes,Definitely yes,Definitely yes,Strongly disagree,Neither disagree nor agree,Strongly disagree,Strongly agree,Definitely yes,30-34,Canada,Quebec,male,undergraduate degree,I am not currently studying,QC,3,yes (please specify):,2,1-2 hours
Strongly agree,Probably yes,Yes,Extremely comfortable,Important,Yes,Not sure,"Yes, but I can't describe it well",zed,Important,Probably yes,Probably yes,Definitely not,,British English,Often,No,No,Definitely yes,Definitely yes,Agree,Agree,Strongly agree,Neither disagree nor agree,,30-34,Canada,Quebec,female,undergraduate degree,I am not currently studying,QC,5,no,,30 minutes to 1 hour
Strongly agree,Probably yes,Yes,Moderately comfortable,Important,No,Yes,"Yes, but I can't describe it well",both,Important,Probably yes,Don't know,Probably not,No,British English,Often,Yes,Yes,Might or might not,Probably yes,Disagree,Neither disagree nor agree,Agree,Agree,Probably yes,45-49,Canada,Saskatchewan,female,graduate degree,I am not currently studying,SK,0,no,,I don't use social media
Strongly agree,Probably not,Yes,Extremely comfortable,Extremely unimportant,Yes,Not sure,,zed,Unimportant,Probably not,Probably not,,No,British English,Rarely,No,No,Definitely yes,Probably not,Strongly agree,Strongly agree,Agree,Disagree,Probably not,30-34,Canada,Quebec,male,graduate degree,I am not currently studying,QC,14,yes (please specify):,11,2-4 hours
Strongly agree,Probably not,No,,Unimportant,No,Not sure,,zed,Unimportant,Might or might not,Probably not,,No,British English,Sometimes,,Don't know,Probably yes,Definitely yes,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,,40-44,Canada,Saskatchewan,male,high school,I am not currently studying,SK,0,no,,1-2 hours
Strongly agree,Probably not,Yes,Extremely comfortable,Important,Yes,No,,zed,Unimportant,Probably not,Probably yes,Definitely not,No,No particular variety,Always,No,No,Definitely yes,Definitely yes,Strongly agree,Strongly agree,Agree,Neither disagree nor agree,Probably not,65-69,Canada,Quebec,male,undergraduate degree,I am not currently studying,QC,0,no,,I don't use social media
Strongly agree,Definitely yes,Yes,Extremely comfortable,Extremely unimportant,Yes,No,,zed,Neither unimportant nor important,Probably yes,Definitely yes,Definitely not,No,British English,Always,No,No,Definitely yes,Definitely yes,Agree,Agree,Disagree,Disagree,Definitely yes,55-59,Canada,Quebec,male,high school,I am not currently studying,UK,2,no,,1-2 hours
Agree,Probably not,No,,Important,That depends (please also explain if you can),No,,zee,Important,Definitely yes,Definitely yes,Definitely not,No,British English,Often,Yes,Yes,Definitely yes,Probably yes,Strongly agree,Strongly disagree,Agree,Disagree,Definitely yes,45-49,Canada,Saskatchewan,male,other (please specify):,I am not currently studying,SK,0,no,,2-4 hours
Strongly agree,Probably not,Yes,Extremely comfortable,Important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Important,Definitely yes,Probably yes,Definitely not,Yes (please specify who):,No particular variety,Sometimes,Yes,Yes,Definitely yes,Probably yes,Disagree,Disagree,Strongly agree,Neither disagree nor agree,Probably yes,40-44,Canada,Quebec,male,graduate degree,,ON,5,no,,I don't use social media
Agree,Probably not,Yes,Moderately comfortable,Important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",both,Neither unimportant nor important,Probably yes,Probably not,Probably not,,No particular variety,Often,,Yes,Probably yes,Probably yes,Agree,Disagree,Strongly disagree,Disagree,Probably yes,40-44,Canada,Quebec,male,other (please specify):,I am not currently studying,QC,6,no,,1-2 hours
Strongly agree,Neutral,Yes,Extremely comfortable,Important,That depends (please also explain if you can),Yes,"Yes, I do know. It is... (please describe briefly):",zed,Neither unimportant nor important,Probably not,Probably yes,Probably not,,British English,Often,Yes,Neither yes or no,Definitely yes,Definitely yes,Agree,Agree,Agree,Neither disagree nor agree,Probably yes,30-34,Canada,Quebec,non-binary,other (please specify):,Second year,ON,4,yes (please specify):,11,1-2 hours
Agree,Probably not,Yes,Moderately comfortable,Important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Important,Definitely yes,Probably yes,Definitely not,No,British English,Sometimes,Yes,Yes,Definitely yes,Definitely yes,Agree,Strongly disagree,Strongly agree,Agree,Definitely yes,20-24,Canada,Quebec,female,high school,Third year,ON,2,yes (please specify):,7,2-4 hours
Strongly agree,Definitely yes,Yes,Extremely comfortable,Important,Yes,No,,zed,Important,Probably yes,Probably yes,Probably not,Yes (please specify who):,American English,Sometimes,Yes,Yes,Probably not,Probably not,Agree,Neither disagree nor agree,Neither disagree nor agree,Agree,Probably yes,55-59,Canada,Quebec,female,undergraduate degree,I am not currently studying,QC,2,no,,30 minutes to 1 hour
Strongly agree,Definitely yes,Yes,Neither comfortable nor uncomfortable,Important,Yes,Yes,"Yes, but I can't describe it well",zed,Unimportant,Probably not,Definitely yes,Definitely not,,No particular variety,Always,Yes,Yes,Definitely yes,Definitely yes,Neither disagree nor agree,Neither disagree nor agree,Agree,Neither disagree nor agree,Definitely yes,35-39,Canada,Alberta,non-binary,undergraduate degree,I am not currently studying,BC,0,no,,1-2 hours
Strongly agree,Probably yes,No,,Important,No,Yes,"Yes, but I can't describe it well",zed,Important,Definitely yes,Don't know,Probably not,No,British English,Sometimes,Yes,Yes,Definitely yes,Definitely yes,Agree,Disagree,,Neither disagree nor agree,Probably yes,25-29,Canada,Alberta,female,undergraduate degree,I am not currently studying,AB,0,no,,less than 30 minutes
Agree,Definitely yes,Yes,Extremely comfortable,Important,Yes,Yes,"Yes, but I can't describe it well",zee,Important,Definitely yes,Don't know,Probably yes,,British English,Sometimes,,No,Probably yes,Probably yes,Agree,Disagree,,Agree,,30-34,United States,California,male,graduate degree,I am in a graduate program,ON,4,yes (please specify):,10,2-4 hours
Strongly agree,Probably yes,No,,Important,Yes,No,,zed,Important,Definitely yes,Probably yes,Probably not,,British English,Often,Yes,Yes,Definitely yes,Definitely yes,Agree,Agree,Agree,Neither disagree nor agree,Probably yes,30-34,Canada,Saskatchewan,female,graduate degree,I am not currently studying,SK,0,no,,less than 30 minutes
Strongly agree,Probably yes,No,,Important,Yes,Yes,"Yes, but I can't describe it well",zed,Very important,Definitely yes,Probably not,Definitely not,No,No particular variety,Sometimes,Yes,Yes,Definitely yes,Probably yes,Disagree,Disagree,Strongly agree,Disagree,Definitely yes,30-34,Canada,Saskatchewan,female,undergraduate degree,I am not currently studying,SK,0,no,,less than 30 minutes
Somewhat agree,Neutral,No,,Extremely important,,Not sure,,both,Very important,Definitely yes,Probably yes,Probably not,,British English,Often,Yes,Definitely yes,Definitely yes,Probably yes,Strongly agree,Neither disagree nor agree,Neither disagree nor agree,Disagree,Probably yes,50-54,Canada,Saskatchewan,male,graduate degree,I am not currently studying,SK,0,no,,30 minutes to 1 hour
Don't know,Probably not,Yes,Extremely uncomfortable,Unimportant,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Neither unimportant nor important,Might or might not,Probably yes,Probably not,,British English,Often,Yes,Neither yes or no,Definitely yes,Definitely yes,Agree,Neither disagree nor agree,Strongly disagree,Neither disagree nor agree,Probably yes,25-29,Canada,Saskatchewan,male,other (please specify):,I am not currently studying,SK,0,no,,less than 30 minutes
Strongly agree,Probably not,No,,,Yes,No,,both,Important,Probably yes,Probably yes,Probably not,Yes (please specify who):,British English,Often,Yes,Yes,Definitely yes,Probably yes,Agree,Disagree,Neither disagree nor agree,Strongly disagree,Probably yes,35-39,Canada,Alberta,male,graduate degree,I am not currently studying,ON,0,no,,30 minutes to 1 hour
Strongly agree,Probably not,No,,Important,That depends (please also explain if you can),Yes,"Yes, but I can't describe it well",zed,Important,Definitely yes,Probably yes,Definitely not,Yes (please specify who):,British English,Sometimes,Yes,Yes,Probably yes,Definitely yes,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Definitely yes,20-24,Canada,Alberta,male,undergraduate degree,I am not currently studying,SK,0,yes (please specify):,12,30 minutes to 1 hour
Strongly disagreee,Probably not,No,,Unimportant,Yes,No,,zee,Unimportant,Definitely not,Probably not,Definitely not,No,American English,Sometimes,Yes,No,Definitely yes,Probably yes,Strongly agree,Disagree,Agree,Agree,Probably yes,40-44,Canada,Saskatchewan,male,undergraduate degree,I am not currently studying,Blank,0,no,,2-4 hours
Agree,Neutral,No,,Extremely important,That depends (please also explain if you can),Not sure,,both,Neither unimportant nor important,Definitely yes,Don't know,Probably not,,British English,Sometimes,Yes,Yes,Definitely yes,Probably yes,Agree,Neither disagree nor agree,Strongly agree,Don't know,Probably yes,40-44,Canada,Saskatchewan,female,other (please specify):,I am not currently studying,SK,0,yes (please specify):,6,I don't use social media
Don't know,Definitely not,No,,Unimportant,Yes,Yes,"Yes, but I can't describe it well",zee,Unimportant,Probably not,Definitely not,Definitely not,No,American English,Sometimes,No,No,Definitely yes,Definitely yes,Strongly agree,Strongly disagree,Neither disagree nor agree,Neither disagree nor agree,Definitely not,30-34,Canada,Alberta,female,undergraduate degree,I am not currently studying,SK,0,no,,2-4 hours
Strongly agree,Probably not,No,,Unimportant,No,No,,zed,Neither unimportant nor important,Probably yes,Probably yes,Probably not,No,British English,Sometimes,Yes,Yes,Probably yes,Probably yes,Agree,Disagree,Agree,Agree,Probably yes,25-29,Canada,Saskatchewan,female,undergraduate degree,I am not currently studying,SK,0,no,,I don't use social media
Agree,Definitely yes,Yes,Extremely comfortable,Unimportant,Yes,Not sure,,zed,Very unimportant,Definitely yes,Probably yes,Definitely not,No,Canadian English,Often,Yes,Yes,Definitely yes,Definitely yes,Strongly agree,Strongly disagree,Agree,Strongly disagree,Definitely yes,70-74,Canada,Saskatchewan,male,high school,I am not currently studying,SK,0,no,,4-6 hours
Strongly agree,Probably yes,No,,Important,Yes,Yes,"Yes, I do know. It is... (please describe briefly):",zed,Important,Might or might not,Probably yes,Probably not,Yes (please specify who):,British English,Rarely,Yes,Yes,Definitely yes,Probably yes,Strongly disagree,Disagree,Agree,Strongly disagree,Probably yes,40-44,Canada,Saskatchewan,male,high school,I am not currently studying,SK,0,no,,less than 30 minutes
Agree,Probably not,No,,Important,No,No,,zed,Neither unimportant nor important,Probably yes,Definitely yes,Definitely not,Yes (please specify who):,British English,Often,Yes,Yes,Probably yes,Probably not,Disagree,Disagree,Agree,Neither disagree nor agree,Definitely yes,25-29,Canada,Nova Scotia,male,undergraduate degree,I am not currently studying,ON,0,no,,1-2 hours
Strongly agree,Probably yes,Yes,Moderately comfortable,,,No,,zee,Neither unimportant nor important,Might or might not,Probably not,Probably not,Yes (please specify who):,British English,Don't know,No,No,,Might or might not,Strongly disagree,Neither disagree nor agree,Agree,Agree,Probably not,40-44,Canada,Saskatchewan,male,graduate degree,I am not currently studying,Blank,4,no,,I don't use social media
