cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,cdn_way_num
strongly agree,definitely yes,yes,moderately comfortable,extremely important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,probably yes,disagree,disagree,agree,disagree,definitely yes,69,canada,saskatchewan,female,graduate degree,i am not currently studying,sk,1,no,,12 hours,4
strongly agree,definitely yes,yes,moderately comfortable,,yes,yes,yes but i cant describe it well,zed,neither unimportant nor important,might or might not,probably yes,definitely not,yes ,no particular variety,often,yes,yes,definitely yes,probably yes,agree,agree,agree,neither disagree nor agree,probably yes,59,canada,british columbia,female,undergraduate degree,i am not currently studying,qc,2,no,,less than 30 minutes,3
somewhat agree,probably yes,yes,moderately comfortable,important,that depends ,yes,yes but i cant describe it well,both,important,might or might not,probably not,definitely not,yes ,no particular variety,sometimes,yes,yes,definitely yes,probably yes,disagree,disagree,strongly agree,neither disagree nor agree,probably yes,29,canada,british columbia,male,undergraduate degree,i am not currently studying,bc,6,no,,,3
strongly agree,definitely yes,no,,extremely important,that depends ,not sure,,zed,important,definitely yes,probably yes,probably yes,no,canadian english,often,yes,definitely yes,probably not,probably yes,disagree,disagree,strongly agree,agree,probably yes,54,canada,saskatchewan,male,graduate degree,i am not currently studying,sk,0,no,,12 hours,3
agree,probably yes,no,,extremely important,that depends ,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,no particular variety,often,yes,definitely yes,probably yes,probably yes,strongly agree,disagree,neither disagree nor agree,agree,definitely yes,59,canada,ontario,other,graduate degree,i am not currently studying,nb,0,yes ,12,30 minutes to 1 hour,4
strongly agree,probably not,no,,extremely important,that depends ,yes,yes but i cant describe it well,zee,very important,definitely yes,definitely not,definitely not,no,british english,sometimes,yes,yes,definitely not,definitely yes,strongly agree,,neither disagree nor agree,,probably yes,59,canada,british columbia,female,high school,i am not currently studying,bc,0,no,,12 hours,3
agree,neutral,no,,unimportant,no,yes,yes but i cant describe it well,both,unimportant,definitely not,probably not,definitely not,,irish english,often,no,definitely not,definitely yes,probably yes,neither disagree nor agree,strongly disagree,agree,strongly disagree,probably yes,19,canada,saskatchewan,male,high school,first year,ab,0,no,,12 hours,3
strongly agree,probably yes,yes,moderately comfortable,important,yes,no,,zee,unimportant,probably yes,probably yes,probably not,,british english,rarely,no,yes,definitely yes,probably yes,agree,neither disagree nor agree,strongly agree,strongly agree,probably not,29,canada,manitoba,male,undergraduate degree,i am not currently studying,mb,0,no,,12 hours,2
strongly agree,neutral,yes,neither comfortable nor uncomfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,probably yes,probably yes,probably not,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,,,agree,,probably yes,54,canada,saskatchewan,female,graduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,3
strongly agree,probably yes,yes,extremely comfortable,important,yes,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably yes,definitely not,yes ,british english,sometimes,yes,yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,54,canada,quebec,female,postgraduate degree,i am not currently studying,qc,11,no,,12 hours,3
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,extremely important,no,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,probably yes,disagree,agree,agree,disagree,probably yes,34,canada,alberta,other,high school,i am not currently studying,ab,2,yes ,11,less than 30 minutes,3
strongly agree,definitely yes,yes,extremely comfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,probably not,,british english,sometimes,yes,definitely yes,definitely yes,might or might not,agree,disagree,agree,neither disagree nor agree,probably yes,69,canada,yukon,female,postgraduate degree,i am not currently studying,on,0,yes ,3,30 minutes to 1 hour,3
strongly agree,probably yes,no,,extremely important,no,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,probably not,yes ,no particular variety,often,yes,definitely yes,definitely yes,probably yes,disagree,agree,agree,agree,probably yes,44,canada,alberta,female,postgraduate degree,i am not currently studying,ab,0,no,,30 minutes to 1 hour,3
agree,probably yes,no,,,no,no,,both,neither unimportant nor important,probably not,,probably not,yes ,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,neither disagree nor agree,disagree,neither disagree nor agree,agree,probably yes,44,canada,manitoba,female,undergraduate degree,i am not currently studying,mb,0,no,,12 hours,3
strongly agree,neutral,no,,extremely important,that depends ,yes,yes but i cant describe it well,zed,neither unimportant nor important,might or might not,probably yes,probably not,no,no particular variety,sometimes,yes,definitely yes,probably not,might or might not,neither disagree nor agree,neither disagree nor agree,strongly agree,strongly agree,probably yes,64,canada,saskatchewan,female,other ,i am not currently studying,sk,0,no,,46 hours,3
strongly agree,probably yes,yes,moderately uncomfortable,extremely important,that depends ,yes,yes i do know it is ,zed,important,definitely yes,definitely yes,definitely not,yes ,no particular variety,often,yes,yes,definitely yes,probably yes,disagree,disagree,agree,neither disagree nor agree,definitely yes,64,canada,saskatchewan,female,graduate degree,i am not currently studying,sk,0,no,,12 hours,4
strongly agree,definitely yes,no,,important,yes,no,,both,unimportant,probably not,probably yes,definitely not,no,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,disagree,disagree,agree,neither disagree nor agree,probably yes,79,canada,saskatchewan,male,graduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,3
strongly agree,probably yes,yes,moderately comfortable,,that depends ,no,,zed,neither unimportant nor important,probably yes,probably yes,probably yes,yes ,no particular variety,sometimes,,neither yes or no,probably yes,probably yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably not,64,canada,british columbia,male,other ,i am not currently studying,sk,1,no,,12 hours,2
agree,probably yes,no,,,yes,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,probably yes,probably not,yes ,british english,often,yes,yes,definitely yes,might or might not,disagree,disagree,neither disagree nor agree,disagree,probably yes,69,canada,saskatchewan,male,other ,i am not currently studying,sk,0,no,,24 hours,3
strongly agree,probably yes,yes,moderately uncomfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,definitely yes,probably yes,definitely not,yes ,british english,rarely,yes,definitely yes,definitely yes,definitely yes,agree,neither disagree nor agree,agree,strongly agree,probably yes,39,canada,saskatchewan,other,undergraduate degree,i am not currently studying,sk,2,no,,12 hours,3
strongly agree,definitely yes,yes,extremely comfortable,extremely important,that depends ,no,,zed,important,definitely yes,probably yes,definitely not,,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,agree,agree,agree,definitely yes,74,canada,saskatchewan,female,graduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,4
strongly agree,probably yes,no,,extremely important,that depends ,yes,,zed,important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,yes,probably yes,probably yes,disagree,disagree,agree,neither disagree nor agree,probably yes,59,canada,saskatchewan,female,undergraduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,3
strongly agree,neutral,no,,important,yes,yes,yes i do know it is ,zee,important,probably yes,probably yes,probably not,yes ,british english,sometimes,yes,,definitely yes,definitely yes,neither disagree nor agree,disagree,agree,disagree,probably yes,19,canada,british columbia,female,high school,third year,bc,0,no,,24 hours,3
strongly agree,neutral,yes,moderately uncomfortable,unimportant,yes,no,,zed,neither unimportant nor important,probably yes,definitely not,definitely not,no,british english,sometimes,yes,neither yes or no,definitely yes,probably yes,disagree,disagree,strongly agree,strongly agree,probably yes,24,canada,northwest territories,female,high school,fourth year+,nt,1,no,,24 hours,3
strongly agree,probably yes,yes,moderately uncomfortable,unimportant,that depends ,yes,yes but i cant describe it well,both,unimportant,probably not,probably yes,probably not,no,british english,rarely,yes,,probably yes,probably yes,strongly disagree,strongly disagree,neither disagree nor agree,strongly disagree,probably yes,24,canada,british columbia,female,high school,fourth year+,bc,0,no,,24 hours,3
