cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,province,gender,edu_comp,degree_year,region,eui,dist_cult,eoi,soc_media,spell_uni_num,distinct_num,cdn_way_num,spell_num,spell_uni_scaled,distinct_scaled,cdn_way_scaled,attitude_index_scaled
agree,probably yes,no,,important,no,yes,yes i do know it is ,zed,important,definitely yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,definitely yes,neither disagree nor agree,disagree,agree,disagree,probably yes,59,canada,saskatchewan,female,graduate degree,i am not currently studying,ab,0,no,,12 hours,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
strongly disagreee,probably yes,yes,neither comfortable nor uncomfortable,important,that depends ,not sure,,both,important,definitely yes,probably not,probably not,,british english,rarely,yes,yes,probably yes,probably yes,agree,agree,strongly agree,neither disagree nor agree,,34,canada,saskatchewan,female,graduate degree,i am not currently studying,sk,0,no,,12 hours,5,2,,4,5,2.33333333333333,,3.77777777777778
agree,probably yes,no,,important,that depends ,no,,zed,important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,yes,definitely yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,59,canada,ontario,female,other ,i am not currently studying,on,0,no,,12 hours,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
strongly agree,probably yes,no,,important,yes,yes,yes but i cant describe it well,both,unimportant,probably yes,probably yes,probably not,no,british english,rarely,yes,yes,probably yes,definitely yes,strongly agree,strongly agree,agree,neither disagree nor agree,probably yes,24,canada,british columbia,female,undergraduate degree,fourth year+,ab,0,no,,24 hours,4,3,3,2,4,3.66666666666667,3.66666666666667,3.33333333333333
agree,neutral,no,,,yes,no,,zed,unimportant,definitely not,probably not,probably not,,british english,rarely,no,yes,probably yes,definitely yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,disagree,probably not,39,canada,saskatchewan,male,undergraduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,1,2,2,2,1,2.33333333333333,2.33333333333333,1.91666666666667
agree,neutral,yes,extremely comfortable,extremely important,yes,yes,yes i do know it is ,both,very important,definitely yes,probably yes,probably yes,yes ,british english,always,yes,definitely yes,might or might not,probably yes,neither disagree nor agree,neither disagree nor agree,agree,disagree,definitely yes,34,canada,saskatchewan,male,undergraduate degree,i am not currently studying,sk,1,no,,24 hours,5,3,4,5,5,3.66666666666667,5,4.66666666666667
strongly agree,probably yes,no,,important,no,no,,zed,neither unimportant nor important,probably not,probably yes,definitely not,yes ,no particular variety,often,yes,yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,disagree,probably yes,39,canada,saskatchewan,female,graduate degree,i am not currently studying,ab,0,no,,46 hours,2,3,3,3,2,3.66666666666667,3.66666666666667,3.08333333333333
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,extremely important,yes,not sure,,zed,very important,definitely yes,,definitely not,,no particular variety,sometimes,yes,,definitely yes,definitely yes,strongly agree,strongly agree,strongly agree,neither disagree nor agree,probably yes,44,canada,saskatchewan,female,undergraduate degree,i am in a graduate program,on,2,no,,i dont use social media,5,,3,5,5,,3.66666666666667,4.55555555555556
,neutral,yes,neither comfortable nor uncomfortable,extremely important,that depends ,yes,yes but i cant describe it well,zed,very important,probably yes,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,agree,neither disagree nor agree,strongly disagree,strongly disagree,probably yes,49,canada,saskatchewan,female,undergraduate degree,i am not currently studying,sk,0,yes ,6,12 hours,4,3,3,5,4,3.66666666666667,3.66666666666667,4.08333333333333
agree,neutral,no,,extremely important,that depends ,yes,yes i do know it is ,zed,very unimportant,definitely yes,probably yes,definitely not,,british english,often,yes,definitely yes,probably yes,definitely yes,disagree,disagree,agree,neither disagree nor agree,definitely yes,49,canada,saskatchewan,female,graduate degree,i am not currently studying,on,0,no,,30 minutes to 1 hour,5,3,4,1,5,3.66666666666667,5,3.66666666666667
strongly agree,definitely yes,yes,neither comfortable nor uncomfortable,important,yes,yes,yes but i cant describe it well,zed,very important,definitely yes,definitely yes,definitely not,no,british english,often,yes,yes,definitely yes,probably yes,agree,agree,agree,neither disagree nor agree,probably yes,64,canada,saskatchewan,male,postgraduate degree,i am not currently studying,sk,1,yes ,3,30 minutes to 1 hour,5,4,3,5,5,5,3.66666666666667,4.66666666666667
strongly agree,probably not,no,,important,no,yes,yes i do know it is ,zee,neither unimportant nor important,might or might not,probably yes,probably not,yes ,no particular variety,often,no,definitely not,definitely yes,definitely not,agree,neither disagree nor agree,neither disagree nor agree,agree,probably yes,44,canada,alberta,male,graduate degree,i am not currently studying,sk,0,no,,i dont use social media,3,3,3,3,3,3.66666666666667,3.66666666666667,3.33333333333333
agree,neutral,no,,extremely important,that depends ,not sure,yes but i cant describe it well,both,very important,definitely yes,,probably not,,british english,rarely,yes,yes,definitely yes,probably yes,,,neither disagree nor agree,,,34,canada,alberta,female,undergraduate degree,i am not currently studying,bc,0,yes ,2,46 hours,5,,,5,5,,,5
strongly agree,neutral,no,,extremely important,no,not sure,,zed,important,definitely yes,probably yes,probably not,yes ,no particular variety,,,yes,probably yes,probably yes,disagree,disagree,agree,neither disagree nor agree,probably yes,34,canada,saskatchewan,male,other ,i am not currently studying,sk,0,no,,less than 30 minutes,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
strongly agree,definitely yes,no,,extremely important,no,no,,zed,important,definitely yes,probably yes,definitely not,yes ,no particular variety,often,yes,yes,definitely yes,definitely yes,strongly disagree,strongly disagree,strongly agree,agree,probably yes,64,canada,saskatchewan,male,postgraduate degree,i am not currently studying,sk,0,no,,i dont use social media,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
agree,probably yes,no,,important,yes,yes,yes but i cant describe it well,zed,important,probably yes,probably yes,probably not,no,british english,rarely,yes,yes,definitely yes,might or might not,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,44,canada,saskatchewan,female,undergraduate degree,i am not currently studying,sk,0,no,,12 hours,4,3,3,4,4,3.66666666666667,3.66666666666667,3.83333333333333
agree,probably yes,no,,important,no,yes,yes i do know it is ,zee,important,probably yes,,probably yes,yes ,british english,,yes,definitely yes,definitely yes,definitely yes,agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,,44,canada,saskatchewan,female,postgraduate degree,i am not currently studying,sk,0,no,,12 hours,4,,,4,4,,,4
strongly agree,probably yes,no,,extremely important,no,no,,zed,very important,probably yes,probably yes,probably not,no,british english,sometimes,yes,,definitely yes,probably yes,strongly disagree,strongly disagree,agree,strongly agree,probably yes,29,canada,manitoba,male,high school,i am not currently studying,mb,0,no,,24 hours,4,3,3,5,4,3.66666666666667,3.66666666666667,4.08333333333333
agree,probably not,yes,moderately comfortable,extremely important,yes,no,,zed,very important,definitely yes,probably yes,definitely not,no,canadian english,often,yes,definitely yes,definitely yes,probably yes,strongly agree,neither disagree nor agree,strongly disagree,strongly disagree,definitely yes,34,canada,saskatchewan,male,graduate degree,i am in a graduate program,sk,0,no,,less than 30 minutes,5,3,4,5,5,3.66666666666667,5,4.66666666666667
agree,probably yes,no,,important,that depends ,no,,zee,neither unimportant nor important,probably yes,probably not,probably not,,british english,sometimes,yes,yes,definitely yes,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,39,canada,saskatchewan,female,graduate degree,i am in a graduate program,sk,0,no,,30 minutes to 1 hour,4,2,3,3,4,2.33333333333333,3.66666666666667,3.25
agree,neutral,no,,extremely important,that depends ,no,,zed,important,probably yes,definitely yes,definitely not,yes ,canadian english,often,yes,definitely yes,might or might not,probably yes,neither disagree nor agree,neither disagree nor agree,agree,agree,probably yes,69,canada,saskatchewan,male,other ,i am not currently studying,mb,0,no,,less than 30 minutes,4,4,3,4,4,5,3.66666666666667,4.16666666666667
agree,probably yes,no,,important,no,no,,both,neither unimportant nor important,probably yes,probably not,probably not,yes ,british english,sometimes,yes,neither yes or no,probably yes,probably yes,neither disagree nor agree,disagree,,neither disagree nor agree,probably yes,59,canada,saskatchewan,male,undergraduate degree,,sk,0,yes ,2,30 minutes to 1 hour,4,2,3,3,4,2.33333333333333,3.66666666666667,3.25
,definitely not,no,,important,yes,yes,yes but i cant describe it well,zee,very important,definitely yes,definitely yes,definitely not,,canadian english,often,yes,definitely yes,definitely yes,definitely yes,strongly agree,strongly disagree,strongly disagree,neither disagree nor agree,definitely yes,29,canada,saskatchewan,male,graduate degree,i am not currently studying,sk,0,no,,i dont use social media,5,4,4,5,5,5,5,5
strongly agree,probably not,yes,moderately comfortable,extremely important,yes,yes,yes but i cant describe it well,zed,neither unimportant nor important,probably yes,probably yes,probably yes,,no particular variety,often,yes,yes,definitely yes,definitely yes,neither disagree nor agree,neither disagree nor agree,agree,agree,definitely yes,69,canada,saskatchewan,male,graduate degree,i am not currently studying,on,1,no,,24 hours,4,3,4,3,4,3.66666666666667,5,3.91666666666667
somewhat agree,probably not,yes,extremely comfortable,extremely unimportant,yes,yes,yes but i cant describe it well,zed,very unimportant,might or might not,probably not,probably not,no,no particular variety,sometimes,no,no,definitely yes,probably yes,strongly agree,strongly disagree,disagree,strongly disagree,probably yes,39,canada,saskatchewan,male,postgraduate degree,i am not currently studying,sk,0,no,,i dont use social media,3,2,3,1,3,2.33333333333333,3.66666666666667,2.5
strongly agree,neutral,no,,important,that depends ,not sure,,both,important,probably yes,probably yes,probably not,yes ,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,agree,disagree,strongly agree,neither disagree nor agree,probably yes,49,canada,saskatchewan,female,undergraduate degree,i am not currently studying,sk,0,no,,30 minutes to 1 hour,4,3,3,4,4,3.66666666666667,3.66666666666667,3.83333333333333
strongly disagreee,probably yes,yes,neither comfortable nor uncomfortable,important,that depends ,not sure,,both,neither unimportant nor important,might or might not,probably not,probably not,yes ,no particular variety,sometimes,yes,neither yes or no,definitely yes,probably yes,neither disagree nor agree,disagree,agree,agree,,54,canada,saskatchewan,female,postgraduate degree,i am not currently studying,sk,1,yes ,3,less than 30 minutes,3,2,,3,3,2.33333333333333,,2.77777777777778
strongly agree,probably yes,no,,important,yes,no,,both,important,probably yes,probably yes,definitely not,,british english,sometimes,yes,yes,definitely yes,probably yes,agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,34,canada,saskatchewan,other,graduate degree,i am not currently studying,ab,0,no,,24 hours,4,3,3,4,4,3.66666666666667,3.66666666666667,3.83333333333333
strongly agree,probably not,no,,important,yes,no,,both,neither unimportant nor important,probably not,probably yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,disagree,strongly disagree,strongly agree,agree,definitely yes,39,canada,saskatchewan,female,undergraduate degree,i am not currently studying,sk,0,no,,12 hours,2,3,4,3,2,3.66666666666667,5,3.41666666666667
agree,probably yes,no,,important,yes,not sure,yes but i cant describe it well,zed,important,definitely yes,probably yes,definitely not,,british english,often,yes,yes,definitely yes,probably yes,agree,agree,agree,agree,probably yes,54,canada,saskatchewan,male,undergraduate degree,i am not currently studying,sk,0,no,,i dont use social media,5,3,3,4,5,3.66666666666667,3.66666666666667,4.08333333333333
